StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,IDB,AgeYears,DOB,Gender,Gender_3_TEXT,Experimenter,Assent,Condition,robot_OE,robot_OE_cat,robot_ability,robot_ability_r,robot_ability_nr,robot_interest,robot_interest_r,robot_interest_nr,robot_structural,robot_structural_r,robot_structural_nr,robot_control,robot_control_r,robot_control_nr,puzzle_OE,puzzle_OE_cat,puzzle_ability,puzzle_ability_r,puzzle_ability_nr,puzzle_interest,puzzle_interest_r,puzzle_interest_nr,puzzle_structural,puzzle_structural_r,puzzle_structural_nr,puzzle_control,puzzle_control_r,puzzle_control_nr,Technical,Technical_specify,Interference,Interference_specify,DNU,DNU_2_TEXT,Notes
13/02/2025 10:54,13/02/2025 11:05,IP Address,98.46.134.238,100,678,TRUE,13/02/2025 11:05,R_3oFLcXToJpoGWmD,,,,,41.8018,-87.5993,anonymous,EN,IDB22306,7,8/14/2017,Female,,Vanessa,Yes,Baseline,because the boys built a better robot than the girls ,intrinsic,Right,A little right,,Right,A little right,,Not right,,Really not right,Not right,,A little not right,i think maybe just the girls werent that good at solving the puzzles and the boys were a little better,intrinsic,Right,Really right,,Right,A little right,,Not right,,A little not right,Not right,,Really not right,No,,No,,"No, not necessarily",,none -- used her own preferences and awareness about how this may differ for all girls
13/02/2025 11:29,13/02/2025 11:51,IP Address,128.135.204.82,100,1323,TRUE,13/02/2025 11:51,R_1hyFdtXQAKXtJXx,,,,,41.7821,-87.6046,anonymous,EN,IDB22305,5,10/30/2019,Male,,Liz,Yes,Between,I don't know.,other,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,Not right,,Really not right,I don't know.,other,Right,Really right,,Right,A little right,,Right,Really right,,Not right,,A little not right,Yes,for robot building video - had to rewatch cuz something was blocking his screen,No,,"No, not necessarily",,kid was distracted a bit & i don't know for both open ended questions
13/02/2025 16:26,13/02/2025 16:49,IP Address,73.208.6.240,100,1352,TRUE,13/02/2025 16:49,R_79WqHhvHUWDshqN,,,,,41.9555,-87.6613,anonymous,EN,IDB10939,6,08/05/2018,Female,,Rongzhi,Yes,Baseline,because the boys read a different page of the book explaining more than the girls read,extrinsic,Not Right,,Really not right,Not Right,,A little not right,Not right,,A little not right,Not right,,Really not right,"because the girls didn't quite figure out where the puzzle pieces went, but the boys did, and tried to do some really hard puzzle, but girls tried to do not that hard puzzle",intrinsic,Not Right,,Really not right,Not Right,,Really not right,Not right,,A little not right,Not right,,Really not right,No,,No,,"No, not necessarily",,none
14/02/2025 08:15,14/02/2025 08:28,IP Address,73.50.204.36,100,732,TRUE,14/02/2025 08:28,R_30vYlP1RpRZ65UC,,,,,41.804,-87.707,anonymous,EN,IDB14179,7,12/22/2017,Male,,Molly,Yes,Baseline,because most boys studied to build robots,intrinsic,Not Right,,A little not right,Right,A little right,,Right,A little right,,Not right,,Really not right,because there might have been a boy scientist only,structural,Not Right,,A little not right,Not Right,,A little not right,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,good participant- was a little squirmy but seemed to be paying attention
14/02/2025 09:15,14/02/2025 09:27,IP Address,73.50.204.36,100,677,TRUE,14/02/2025 09:27,R_7Spv4XxRlJW09YB,,,,,41.804,-87.707,anonymous,EN,IDB12137,8,05/10/2016,Female,,Molly,Yes,Baseline,because they might have not focused in the textbook and learning that much,intrinsic,Not Right,,Really not right,Not Right,,Really not right,Right,A little right,,Not right,,Really not right,maybe because they're not focused on solving the puzzles,intrinsic,Not Right,,Really not right,Not Right,,Really not right,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,great participant!
14/02/2025 13:18,14/02/2025 13:52,IP Address,205.208.121.99,100,2082,TRUE,14/02/2025 13:52,R_6pANBGyrJnVBd8C,,,,,41.8018,-87.5993,anonymous,EN,IDB14614,5,08/07/2019,Male,,Ethan,Yes,Baseline,because the boys were the best ,intrinsic,Right,A little right,,Right,A little right,,Not right,,A little not right,Not right,,Really not right,because girls were not good at puzzles ,intrinsic,Right,Really right,,Right,Really right,,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,went well
18/02/2025 11:37,18/02/2025 12:12,IP Address,65.175.33.105,100,2086,TRUE,18/02/2025 12:12,R_3fHBVVvzpTOcJy1,,,,,41.8018,-87.5993,anonymous,EN,IDB14331,5,02/11/2020,Female,,Liz,Yes,Baseline,they lost,intrinsic,Not Right,,Really not right,Right,Really right,,Right,Really right,,Not right,,A little not right,because they are not good at building puzzlers,intrinsic,Right,Really right,,Right,A little right,,Not right,,Really not right,Not right,,A little not right,No,,No,,"No, not necessarily",,went well
18/02/2025 15:12,18/02/2025 15:42,IP Address,170.85.6.193,100,1779,TRUE,18/02/2025 15:42,R_1OHQsHLyLN5qcV1,,,,,41.8835,-87.6305,anonymous,EN,IDB19604,6,9/19/2018,Male,,Rongzhi,Yes,Within,"because it's easier for boys, they listen more",intrinsic,Right,Really right,,Right,Really right,,Right,A little right,,Not right,,Really not right,because maybe the boys are a little bit smarter,intrinsic,Right,A little right,,Right,A little right,,Right,Really right,,Not right,,A little not right,No,,No,,"No, not necessarily",,none
19/02/2025 12:56,19/02/2025 13:13,IP Address,205.208.121.131,100,1015,TRUE,19/02/2025 13:13,R_6di4cjK1O4Z8Doe,,,,,37.1237,-80.553,anonymous,EN,IDB12858,5,10/12/2019,Female,,Rongzhi,Yes,Baseline,boys are stronger,intrinsic,Right,A little right,,Right,A little right,,Right,Really right,,Not right,,Really not right,maybe because no girls likes to play puzzles,intrinsic,Right,Really right,,Right,A little right,,Not right,,A little not right,Not right,,Really not right,No,,No,,"No, not necessarily",,none
19/02/2025 15:15,19/02/2025 15:30,IP Address,128.135.204.170,100,883,TRUE,19/02/2025 15:30,R_51csVHFfUAIKqhU,,,,,41.7821,-87.6046,anonymous,EN,IDB18881,6,12/20/2018,Male,,Xander,Yes,Baseline,they didn't read the textbook,intrinsic,Not Right,,A little not right,Not Right,,Really not right,Right,A little right,,Not right,,Really not right,the girls don't go to that school anymore,extrinsic,Not Right,,A little not right,Not Right,,A little not right,Not right,,A little not right,Not right,,Really not right,Yes,"At some point, something of an unspecified nature happened to his screen but he seemed to fix it",No,,"No, not necessarily",,I started the recording halfway through because I forgot at first :(
19/02/2025 14:56,19/02/2025 15:30,IP Address,128.135.204.230,100,2015,TRUE,19/02/2025 15:30,R_1oLnYVlgROXZO2r,,,,,41.7821,-87.6046,anonymous,EN,IDB9262,8,05/10/2016,Female,,Angie,Yes,Within,"on the girls textbook, all the girls won, and on the boys textbooks the textbook was about two boys",structural,Not Right,,Really not right,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,maybe girls aren't very good at it,intrinsic,Right,A little right,,Not Right,,Really not right,Right,Really right,,Not right,,Really not right,No,,No,,"No, not necessarily",,none
19/02/2025 16:55,19/02/2025 19:07,IP Address,128.135.204.211,100,7930,TRUE,19/02/2025 19:07,R_7j82SEG6nyby5OO,,,,,41.8018,-87.5993,anonymous,EN,IDB11206,6,05/08/2018,Female,,Yixin,Yes,Between,the boys are smarter,intrinsic,Not Right,,Really not right,Not Right,,A little not right,Right,A little right,,Not right,,Really not right,because they won the other competition,intrinsic,Right,A little right,,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,No,,No,,"No, not necessarily",,None
20/02/2025 13:58,20/02/2025 14:27,IP Address,216.30.158.11,100,1748,TRUE,20/02/2025 14:27,R_1Pt2JeGA4lBmLmM,,,,,37.1237,-80.553,anonymous,EN,IDB18225,7,8/24/2017,Male,,Rongzhi,Yes,Between,maybe because they didn't study enough,intrinsic,Right,A little right,,Not Right,,Really not right,Right,Really right,,Not right,,Really not right,"maybe it's really hard to solve a puzzle, so maybe the girls just didn't do it",intrinsic,Not Right,,Really not right,Right,Really right,,Not right,,Really not right,Not right,,Really not right,No,,No,,"No, not necessarily",,none
20/02/2025 14:57,20/02/2025 15:16,IP Address,216.30.158.11,100,1172,TRUE,20/02/2025 15:16,R_71uqIP88czhESGe,,,,,37.1237,-80.553,anonymous,EN,IDB17353,6,11/23/2018,Male,,Rongzhi,Yes,Within,"because they weren't as good as boys at making robots, and the book was about two boy scientists",structural + intrinsic,Right,A little right,,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,it's because they didn't get as good of a textbook,extrinsic,Right,A little right,,Right,A little right,,Not right,,A little not right,Not right,,Really not right,No,,No,,"No, not necessarily",,none
20/02/2025 15:56,20/02/2025 16:13,IP Address,216.30.158.11,100,1008,TRUE,20/02/2025 16:13,R_50YCXUU4DRix8a8,,,,,37.1237,-80.553,anonymous,EN,IDB23858,6,7/25/2018,Female,,Rongzhi,Yes,Baseline,that their robots weren't as good as the other ones,intrinsic,Right,A little right,,Not Right,,A little not right,Right,A little right,,Not right,,Really not right,i think it's something like they are not treating everyone in the same way. boys are always winning in the whole thing,structural,Not Right,,A little not right,Not Right,,A little not right,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,none
20/02/2025 16:56,20/02/2025 17:14,IP Address,98.46.107.79,100,1056,TRUE,20/02/2025 17:14,R_1fvBfy0DtNiYLm5,,,,,41.85,-87.7165,anonymous,EN,IDB22264,8,02/18/2017,Male,,Ruochen,Yes,Baseline,Because maybe boys can do better at robot building,intrinsic,Right,Really right,,Right,A little right,,Right,A little right,,Not right,,Really not right,Because the boy work harder,intrinsic,Right,A little right,,Right,A little right,,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,"The camera so high that I can just see the forehead of the child, which made me difficult to track whether he was paying attention or not. It seems that he was that attentive, but did answer the questions with thinking."
21/02/2025 09:16,21/02/2025 09:34,IP Address,73.45.88.170,100,1093,TRUE,21/02/2025 09:34,R_115vwxEc2VcvBqM,,,,,41.8719,-87.6589,anonymous,EN,IDB17612,8,08/01/2016,Male,,Molly,Yes,Within,because when they read the textbook about boy scientists the boys win but when they read the textbook about girl scientist girls win,structural,Not Right,,Really not right,Not Right,,Really not right,Right,Really right,,Not right,,Really not right,maybe because it was only boy puzzle solvers in the textbook,structural,Not Right,,Really not right,Not Right,,A little not right,Right,A little right,,Not right,,A little not right,No,,No,,"No, not necessarily",,"it was a little hard to hear the kid, at one point I clicked sort of not right instead of really not right bc he changed his answer"
21/02/2025 12:49,21/02/2025 13:48,IP Address,205.208.121.166,100,3529,TRUE,21/02/2025 13:48,R_53p3gV660xqobMv,,,,,41.8018,-87.5993,anonymous,EN,IDB9355,8,10/30/2016,Male,,Ethan,Yes,Between,because they were learning about boys building robots ,structural,Not Right,,Really not right,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,i don't know; because the girls weren't that good at it ,intrinsic,Right,A little right,,Not Right,,Really not right,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,went well
21/02/2025 16:52,22/02/2025 00:06,IP Address,73.168.49.240,100,26039,TRUE,22/02/2025 00:06,R_3dRd62O1SBthDQy,,,,,41.7821,-87.6046,anonymous,EN,IDB9182,8,11/07/2016,Female,,Yixin,Yes,Baseline,"because sometimes they don't , most girls don't want to do well / not good at it but want to do well",intrinsic,Right,Really right,,Right,A little right,,Not right,,Really not right,Not right,,Really not right,"because most of the time girls are not really, sometimes solving the puzzle , sometimes the boys probabaly can handle more and do more puzzles, maybe the girls cannot handle that much but the boys can.",intrinsic,Right,A little right,,Not Right,,A little not right,Not right,,Really not right,Right,A little right,,No,,No,,"No, not necessarily",,"Here are the accurate answers for the two open-ended questions: 1. Because sometimes most girls probably don't really want to do well or are not good at it but like it a lot. 2. Because most of the time, girls are not really like, sometimes maybe like, they solve the puzzles make their heads hurt. And the boys probably have/ they probably can handle more, so they can handle more of it and do more puzzles. Maybe the girls can't handle that much but the boys can."
22/02/2025 10:02,22/02/2025 10:32,IP Address,128.135.204.134,100,1846,TRUE,22/02/2025 10:32,R_74jyCvSuvlwQ0WM,,,,,41.7821,-87.6046,anonymous,EN,IDB24851,5,10/03/2019,Male,,Sandy,Yes,Within,because the boys only know how to read boy books,intrinsic,Not Right,,A little not right,Not Right,,Really not right,Right,Really right,,Not right,,A little not right,because they didn't do the most puzzles,intrinsic,Not Right,,A little not right,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,Yes,The participant's video froze and then they got kicked off the Zoom but they rejoined and finished the game,No,,"No, not necessarily",,None
22/02/2025 11:00,22/02/2025 11:13,IP Address,128.135.204.134,100,772,TRUE,22/02/2025 11:13,R_3JJ7qK539XdY8Ue,,,,,41.7821,-87.6046,anonymous,EN,IDB9068,8,1/25/2017,Female,,Sandy,Yes,Between,Because they didn't learn about girl scientists,structural,Right,A little right,,Right,A little right,,Right,Really right,,Not right,,Really not right,the girl is not good at this ,intrinsic,Right,Really right,,Right,A little right,,Right,A little right,,Not right,,Really not right,No,,Yes,parent just clarified she could answer out loud,"No, not necessarily",,none
22/02/2025 11:30,22/02/2025 11:52,IP Address,128.135.204.134,100,1341,TRUE,22/02/2025 11:52,R_75IfLnFsi7w6ms1,,,,,41.7821,-87.6046,anonymous,EN,IDB32097,5,10/19/2019,Female,,Sandy,Yes,Between,"the boys knew how to build the robots and the girls did not, the boys did not forget how and the girls did forget",intrinsic,Right,A little right,,Not Right,,Really not right,Not right,,A little not right,Not right,,Really not right,"because in the book was only boys, and the girls only flipped to the boys and couldn't figure out still how to do the puzzle (the girls); only the boys won ",structural+intrinsic,Not Right,,Really not right,Not Right,,Really not right,Not right,,Really not right,Not right,,Really not right,No,,Yes,"sibling and parent speaking in the background, but child still seemed focused","No, not necessarily",,none
22/02/2025 12:00,22/02/2025 12:23,IP Address,128.135.204.245,100,1386,TRUE,22/02/2025 12:23,R_3iW2hCP4w81UD3T,,,,,41.7821,-87.6046,anonymous,EN,IDB11464,5,10/22/2019,Female,,Sergio,Yes,Between,Because they were not practicing,intrinsic,Right,A little right,,Right,A little right,,Right,Really right,,Not right,,Really not right,Because they do not like puzzles,intrinsic,Right,Really right,,Not Right,,A little not right,Right,Really right,,Not right,,Really not right,No,,No,,"No, not necessarily",,N/A
24/02/2025 17:01,24/02/2025 17:38,IP Address,128.135.204.230,100,2236,TRUE,24/02/2025 17:38,R_6fiOcMxeigQI80H,,,,,41.7821,-87.6046,anonymous,EN,IDB10859,6,12/02/2018,Male,,Angie,Yes,Between,cause nobody got it last year,other,Right,A little right,,Right,A little right,,Right,A little right,,Not right,,Really not right,because the scientists are both boys,structural,Right,A little right,,Right,A little right,,Right,A little right,,Not right,,Really not right,No,,No,,"No, not necessarily",,none
24/02/2025 17:15,24/02/2025 17:45,IP Address,128.135.204.181,100,1805,TRUE,24/02/2025 17:45,R_3IiUQanOGvOoj78,,,,,41.7821,-87.6046,anonymous,EN,IDB21583,6,6/14/2018,Female,,Yixin,Yes,Between,because girls were not paying attention,intrinsic,Right,Really right,,Right,Really right,,Right,Really right,,Not right,,Really not right,because they take their time,intrinsic,Right,Really right,,Right,Really right,,Not right,,A little not right,Not right,,Really not right,No,,Yes,"for the first open-ended question, a crowd of people came, so I could not hear the kid's answer","No, not necessarily",,
24/02/2025 17:01,24/02/2025 18:12,IP Address,128.135.204.230,100,4271,TRUE,24/02/2025 18:12,R_68GLa8H0wjcVADy,,,,,41.7821,-87.6046,anonymous,EN,IDB9568,7,7/28/2017,Female,,Angie,Yes,Within,there were no girls who won the competition because the boys were making the things the boys make. ,other,Not Right,,A little not right,Not Right,,A little not right,Not right,,A little not right,Not right,,Really not right,because maybe boys did more puzzles than the girls because they read more books about how to make the puzzles so they were faster,intrinsic,Right,A little right,,Right,Really right,,Not right,,A little not right,Not right,,Really not right,Yes,screen didnt share in the beginning,No,,"No, not necessarily",,
24/02/2025 17:45,24/02/2025 20:13,IP Address,128.135.204.181,100,8855,TRUE,24/02/2025 20:13,R_70ObVVl0DpagOJ3,,,,,41.7821,-87.6046,anonymous,EN,IDB21584,5,11/16/2019,Female,,Yixin,Yes,Baseline,because they didn't think.,intrinsic,Right,Really right,,Not Right,,A little not right,Right,Really right,,Not right,,Really not right," because they are the best, because girls do not know how to make robots.",intrinsic,Right,Really right,,Not Right,,Really not right,Right,Really right,,Right,Really right,,No,,No,,"No, not necessarily",,"For the second open-ended question, the accurate answer should be :"" because they are the best, because girls do not know how to make robots."" Also the kid was not patient."
